path	sentence	translation	client_id
common_voice_mn_18785480.mp3	Иймэрхүү хоол идсээр байгаад дэндүү туранхай, сул дорой болсон байлаа.	I became too thin and weak because of eating such foods.	119ca982a55f636c86143e4c1a8a729a04da66751dbcacee3aca919e15dd1dd27ee6ebde7edd82ea0f59a34b3f394328882dd3f8188e9f892677f28a74356371
common_voice_mn_18580938.mp3	"""Та нарын арьсыг өвчвөл ямар вэ"" гэж амьтны эрх ашгийг хамгаалагчид тулган асууж байлаа."	How would you feel if your skin is removed from you” the protestors for the animal right asked.	2afb65f26582f80eb6753411fc413ee1668da1a1e81ccfa495998d3c5bc833670bafb861ce3ba525a85883dba0ef8d9dd1b769083ec5e85b6d9ca074b3e41e69
common_voice_mn_18577175.mp3	Нөхөн сэргээлт хийдэггүй, орон нутгийг дэмждэггүй, орлогоо нуун дарагдуулдаг аж ахуйн нэгжийг дэмжихгүй ээ.	We will not support the organizations that do not do renewal, do not support the rural area, and hide their income statement.	391e899e961dbfa822171dbfbfa9fe37e844496d727940d406b8e2cbfa8b5502a47457489509c8bdf9aa79e9743dc10c312a0ff72b05e19b92601a66c00d37e5
common_voice_mn_19491467.mp3	Үгзүй нь хам сэдэв дэх үгийн харьцаа, хэлбэрийн талаарх мэдээллийг гаргаж өгнө.	The lexicon provides information about the relationship and form of words within the context.	7c144858333cb4b47f0f8922f0b71957b2ca90188ca601375e52d94fba71a79f1ecc58141cc12270cc039ebad181f026d94c85fb4e6345251f62019669e8fc8f
common_voice_mn_18599963.mp3	Сурснаараа аж ахуй эрхэлж хоолоо олж иднэ гэж бодно.	They think they will eat food as they learned.	83df22f24f7fbfd7645c7c509d8d90e81d906b29c2e75686e56f9360c9eb17ae557567566bdeba10d63c1bf1c6d17d9176ca71df62aba276c2c6a2674a202573
common_voice_mn_18709604.mp3	"Албаар дампууруулаад, ""Голомт"" банктай нэгтгэж тэндээсээ гайгүй хувь хүртсэн ч гэлцдэг."	They say, “Bankruptcy was planned” and then united with “Golomt” bank to receive good share from it.	8ea0bf8b73c8483499978e6a649739e106e6e592618060e0452f0320ce7d4a256adfce1cf9047b853e98372c4eb10e2ccdf039e034ca8a2397a133871ed95b4d
common_voice_mn_18577805.mp3	Менежерүүд үүнтэй адил бизнесийн үйл ажиллагаагаа хянан засаж залруулах шаардлага зүй ёсоор гардаг.	Eventually managers will face need to monitor and modify business operation like that.	9d5a3e462a2ac79411e5f9bb2bcef46aba0a2696453a5ce3bc777686f6c56c2301850f5139e045381e2aff21e45133b4652b3155386ca09ff2c1413667f5e501
common_voice_mn_18577654.mp3	Тэгээд л газрын гүнээс гарсан цэл хүйтэн усаар үс толгойгоо угааж, хөгжилдөн шуугилддаг юм.	They take bath in a spring cold water, sprinkling from the depth and have fun, making noise.	c18187868a8eba0b819ae8411fa7868d1b76563f60f1e12b790bbb4e82b9acb92bbff41d4268448bcb47f416d6b0c95ca81cfa8df322cbe2683b3b747d698056
common_voice_mn_18577604.mp3	Ингэхэд би чамд шинэ хослол худалдаж авсан.	Meantime, I bought you a new smoking.	e7440d8daf4d565ea5658b3df3ceacebb6fb4613273999e43668c5ae4af3f93ae89e178b95a79bf65e362f3bcce6e37a2d3fd29fb9b759a5b9785384f8b2fcb7
common_voice_mn_19513595.mp3	Алтан Ганжуурыг энэ ба хойд насны буяныг хураахын тул айлтгуулна.	The Golden Ganjuur shall be recited for reaping the virtues of the present and the next life.	f1dc8fced3ac3b50f6ccf8e538c91504e4202689dd23190e3194c3d1b07529f79f6e97dc82aa24c645fb319ac3b2ab5d8b96c765998ee11368b223b299438e1b
common_voice_mn_19492701.mp3	Дуучин бүсгүй үг хэлмээр байвч ямар ч тэнхэл алга.	The singer wanted to say a word, but she had no strength.	fa9acf023dd7a34e4ab725ee3a1a98381a195d754e8b6e44e9e0268a6b7105352b1a0199b0e7e88aa3d8a84fcdf207e3af1be39f982313b23b24011fa882690c
common_voice_mn_18653124.mp3	Үг олдож үхэр холдохоос өмнө гэрийн зүг гэдэн годон хийгээд гэлдэрье.	Let’s go home before our words go longer.	ff4c3ea4b8c364e5b9edbbee3e3ae8bc464b3f85cd32592c00563c00a911aaee78020483cf58dc8f09fabee0bc8b7ac6db88f442e4167ffda5764f73be53cd15
common_voice_mn_18584585.mp3	Удвал Уянга хоёр том өрөөний ширээний хоёр талд суусан хэвээр.	Udval and Uyanga kept sitting on opposite sides of the living room table.	09f1dd4bdde02ed2912cfbb082d63837e4d1467c28dff405a076bf43dcca09af4ee7d9d4200f77a00c00b9175caa8eb876428906ba9db54a3778a2d0405a4f79
common_voice_mn_18584587.mp3	Амьд явахад алтан аяганаас ус ууна гэж үнэн юмаа.	It is true that life is full of surprises.	09f1dd4bdde02ed2912cfbb082d63837e4d1467c28dff405a076bf43dcca09af4ee7d9d4200f77a00c00b9175caa8eb876428906ba9db54a3778a2d0405a4f79
common_voice_mn_18705157.mp3	Мунхаг би өөрийн зоригоор танд шадарлаж ирлээ.	Your humble servant has been serving you with courage.	1ce85bf913e7320d96c071f4cdbf2d343d32c4f1d8f93682e423bd7fa9c929414261e729f0fa695aeba66e4f18ed39b84627886cdb24b287f08c54bc30fd91ac
common_voice_mn_18705160.mp3	Энэ зах харин Азийн бусад захуудтай адил төрөлжсөн маягийн зохион байгуулалттай.	This market has a large variety of shops like other Asian markets.	1ce85bf913e7320d96c071f4cdbf2d343d32c4f1d8f93682e423bd7fa9c929414261e729f0fa695aeba66e4f18ed39b84627886cdb24b287f08c54bc30fd91ac
common_voice_mn_18582705.mp3	Мэри биеэ эзэмдэн барихыг хичээн зогсоно.	Mary stands, trying to take control of her body.	1d034b55fbc729ca05b184f938c23835ce0b5e282683781876a0d1bb10b9dbc507eb9f7c559e20519d54123eecbeb958638848b146398eb09e2dae40b8ed2031
common_voice_mn_18582706.mp3	Монгол бичиг монгол ухаанаар бүтээсэн бүхий л мэдлэг ухааныг тээж ирсэн билээ.	Mongolian writing has carried out every knowledge that created by Mongolian intellect.	1d034b55fbc729ca05b184f938c23835ce0b5e282683781876a0d1bb10b9dbc507eb9f7c559e20519d54123eecbeb958638848b146398eb09e2dae40b8ed2031
common_voice_mn_18628213.mp3	Би ч бас тооцоотой хүн дээ.	I am very calculating person.	38d352ec89ff9a1351d8555dff72ed7a6794e436962275c1ef42c3b991c623f14aecc0c190fc366d1180b11d395af52c70db60eb4a6a6d288c73d07be61b0699
common_voice_mn_18628216.mp3	Уржигдар та манай хажуугаар гарсан шүү дээ.	The day before yesterday you have passed by our house.	38d352ec89ff9a1351d8555dff72ed7a6794e436962275c1ef42c3b991c623f14aecc0c190fc366d1180b11d395af52c70db60eb4a6a6d288c73d07be61b0699
common_voice_mn_18747201.mp3	Ингээд би улаан болсон юм аа.	Then I became red.	435d1e5cf0bb1e95d4f46636fd2ae8614c6cd2255c766006bdf247f6bdd5c12ae506b1a5397dd4ce5ac73af2d3dbe4922894c78a98a0a1deecec2da5298d784b
common_voice_mn_18747202.mp3	Хэн түүнийг ингэв гэж шүүмжлэх билээ.	Who could criticize him/her for his/her doings?	435d1e5cf0bb1e95d4f46636fd2ae8614c6cd2255c766006bdf247f6bdd5c12ae506b1a5397dd4ce5ac73af2d3dbe4922894c78a98a0a1deecec2da5298d784b
common_voice_mn_18999984.mp3	Инстаграм хэрэглэгчдэдээ зураг нэмэх, нийтлэлдээ найзынхаа нэрийг дурдах зэрэг шинэ үйлдлүүд нэмж хөгжүүлсээр байгаа.	New features such as adding photo, tagging friend’s name in the article are being developed for the Instagram users.	816f54211f7380765ce38a06afce1689ab97c99e1c0c2009341e18de8de702c274ef30093350e8f1dd4a4534a78883e5996b6b8bc7f247773cd44f458ced5cbd
common_voice_mn_18999986.mp3	Гэнэгүй явснаас эмээлээсээ холби үсрэн нэг мэдэхэд би газар тэвэрчээ.	I was going inattentively and skewed from the saddle and lying on the ground in an instant.	816f54211f7380765ce38a06afce1689ab97c99e1c0c2009341e18de8de702c274ef30093350e8f1dd4a4534a78883e5996b6b8bc7f247773cd44f458ced5cbd
common_voice_mn_18579237.mp3	Ноён Барбара танд би зөвлөгөө өгөх байна.	Mr. Barbara, I will give the instruction.	ab21a0086b91c92273baba0d7e599153501c4a1b0d236934998e3b141a856d2b992256902f64d8b89abb738b31e6722a01cf309a0d444438303a4068e4e561d1
common_voice_mn_18579238.mp3	Энэ чинь итали нэр биш болохоор тогтооход хэцүү юм.	This is not an Italian name so it’s difficult to remember.	ab21a0086b91c92273baba0d7e599153501c4a1b0d236934998e3b141a856d2b992256902f64d8b89abb738b31e6722a01cf309a0d444438303a4068e4e561d1
common_voice_mn_18668064.mp3	Намдаг авгад цай өгөөгүйгээ гэнэт санажээ.	She suddenly realized she didn’t give a tea to Namdag grandma.	ad572aea402a9854f1b0d56bf865976edffaa688a8e5e82a1bd0a0584314422ddeac03f76cb68151475fda0329f18be1d1037e1847bb19257bd828479a1a88c7
common_voice_mn_18668065.mp3	Биднийг уг байшинд орж гарахыг Оросууд ямар нэгэн аргаар ажигласан байх гэж дүгнэлээ.	We have concluded that Russian have noticed us coming into and out from this house.	ad572aea402a9854f1b0d56bf865976edffaa688a8e5e82a1bd0a0584314422ddeac03f76cb68151475fda0329f18be1d1037e1847bb19257bd828479a1a88c7
common_voice_mn_18580841.mp3	Ирээдүйд нэг авах сайн чанар бий.	Ireedui has one very good quality.	eb8d43c89e270bb4ef30ddc9f66c7658363f5c672d09e73d51e861cd92d85f2926b908a56f812e8b269e7d45171c4956538724b8eccc223cb7f6cc2858d52eda
common_voice_mn_18580843.mp3	Тэгээд нөхрөөсөө тэр ургамлыг авчирч өгөхийг гуйв.	Then she asked her husband to bring the herbs.	eb8d43c89e270bb4ef30ddc9f66c7658363f5c672d09e73d51e861cd92d85f2926b908a56f812e8b269e7d45171c4956538724b8eccc223cb7f6cc2858d52eda
